pincode,city,state,global_cargo_region,is_oda,deliverable,safexpress_is_oda,bluedart_region
627110,Vallioor,Tamil Nadu,,1,1,,
620022,Tiruchi,Tamil Nadu,,0,1,0,
796007,Aizawl,Mizoram,,0,1,,
852105,Simrahi Bazar,Bihar,,1,1,,
628614,Tiruchendur,Tamil Nadu,,1,1,,
721156,Panskura,West Bengal,,1,1,0,
462039,Bhopal,Madhya Pradesh,,0,1,,
585313,Humnabad,Karnataka,,0,1,,
413581,Latur,Maharashtra,,0,1,0,
762020,Puranakatak,Orissa,,0,1,,
506008,Warangal,Telangana,,0,1,,
174312,Bangana,Himachal Pradesh,,0,1,,
700078,Kolkata,West Bengal,,0,1,0,
503165,Armoor,Telangana,,0,1,,
534209,Bhimavaram,Andhra Pradesh,,0,1,,
152021,Dharamkot,Punjab,,0,1,,
274206,Kushinagar,Uttar Pradesh,,1,1,,
396180,Vapi,Gujarat,,0,1,0,
402106,Nagothane,Maharashtra,,1,1,,
743312,Canning,West Bengal,,0,1,,
483880,Vijayraghavgarh,Madhya Pradesh,,0,1,,
305003,Ajmer,Rajasthan,,0,1,,
503230,Nizamabad,Telangana,,0,1,,
422013,Nashik,Maharashtra,,0,1,,
273203,Deoria,Uttar Pradesh,,1,1,,
160069,Mohali,Punjab,,0,1,0,
712103,Dankuni,West Bengal,,0,1,0,
209749,Farrukhabad,Uttar Pradesh,,1,1,,
416403,Kavathe Mahankal,Maharashtra,,0,1,,
852115,Udakishanganj,Bihar,,1,1,,
341542,Makrana,Rajasthan,,0,1,,
689691,Pathanamthitta,Kerala,,0,1,,
523372,CumbumAP,Andhra Pradesh,,1,1,,
360008,Rajkot,Gujarat,,1,1,0,
605108,Viluppuram,Tamil Nadu,,0,1,,
686560,Kottayam,Kerala,,0,1,,
226003,Lucknow,Uttar Pradesh,,0,1,0,
132110,Panipat,Haryana,,1,1,0,
402202,Murud,Maharashtra,,0,1,,
683582,Aluva,Kerala,,1,1,0,
624704,Oddanchatram,Tamil Nadu,,1,1,,
175017,Sundar Nagar,Himachal Pradesh,,1,1,,
680006,Thrissur,Kerala,,0,1,0,
507164,Sathupally,Telangana,,1,1,,
759032,Dhenkanal,Orissa,,0,1,,
247231,Saharanpur,Uttar Pradesh,,1,1,,
754020,Cuttack,Orissa,,1,1,,
676111,Tirur,Kerala,,1,1,,
624312,Dindigul,Tamil Nadu,,0,1,,
784521,Mangaldoi,Assam,,0,1,,
532242,Palasa,Andhra Pradesh,,0,1,,
521245,Vijayawada,Andhra Pradesh,,0,1,,
845311,Bagaha,Bihar,,1,1,,
524123,Sullurupeta,Andhra Pradesh,,0,1,,
207247,Aliganj,Uttar Pradesh,,0,1,,
782137,Kaliabor,Assam,,1,1,,
362610,Junagadh,Gujarat,,0,1,,
284120,Jhansi,Uttar Pradesh,,0,1,,
753295,Cuttack,Orissa,,,0,,
273014,Gorakhpur,Uttar Pradesh,,0,1,0,
486885,Singrauli,Madhya Pradesh,,0,1,,
332311,Laxmangarh-RJ,Rajasthan,,0,1,,
758074,Kendujhar,Orissa,,,0,,
560093,Bangalore,Karnataka,,0,1,0,
713402,Durgapur,West Bengal,,1,1,,
124303,Rohtak,Haryana,,0,1,,
629504,Nagercoil,Tamil Nadu,,0,1,,
764078,Nabarangapur,Orissa,,0,1,,
303502,Bandikui,Rajasthan,,0,1,,
680601,Chiramanangad,Kerala,,1,1,,
457222,Ratlam,Madhya Pradesh,,0,1,,
326033,Aklera,Rajasthan,,1,1,,
472336,Prithvipur,Madhya Pradesh,,0,1,,
600099,Chennai,Tamil Nadu,,0,1,0,
360460,Upleta,Gujarat,,1,1,,
451221,Maheshwar,Madhya Pradesh,,1,1,,
636352,Dharmapuri,Tamil Nadu,,1,1,,
180018,Jammu,Jammu & Kashmir,,0,1,,
172101,Jeori,Himachal Pradesh,,1,1,,
574220,Vitla,Karnataka,,0,1,,
332028,Sikar,Rajasthan,,1,1,,
473112,Guna,Madhya Pradesh,,1,1,,
312614,Nimbahera,Rajasthan,,0,1,,
360405,Dhoraji,Gujarat,,1,1,,
422212,Nashik,Maharashtra,,0,1,,
635203,Krishnagiri,Tamil Nadu,,0,1,,
700050,Kolkata,West Bengal,,0,1,0,
229309,Gauriganj,Uttar Pradesh,,1,1,,
403401,Goa,Goa,,0,1,0,
500380,Hyderabad,Telangana,,0,1,0,
587312,Mahalingpur,Karnataka,,0,1,,
445206,Mahagaon,Maharashtra,,1,1,,
251301,Thanabhawan,Uttar Pradesh,,0,1,,
144003,Jalandhar,Punjab,,0,1,0,
431742,Mukhed,Maharashtra,,1,1,,
389002,Godhra,Gujarat,,1,1,,
382028,Ahmedabad,Gujarat,,0,1,0,
204106,Hathras,Uttar Pradesh,,0,1,,
571302,Mysore,Karnataka,,0,1,,
688550,Cochin,Kerala,,1,1,,
643214,Kotagiri,Tamil Nadu,,0,1,,
783370,Kokrajhar,Assam,,1,1,,
190025,Srinagar,Jammu & Kashmir,,0,1,,
423601,Kopargaon,Maharashtra,,0,1,,
722122,Bishnupur,West Bengal,,1,1,,
673326,Koyilandy,Kerala,,1,1,0,
604301,Tindivanam,Tamil Nadu,,0,1,,
241405,Hardoi,Uttar Pradesh,,1,1,,
712135,Balagarh,West Bengal,,1,1,,
454648,Badnagar,Madhya Pradesh,,0,1,,
482004,Jabalpur,Madhya Pradesh,,0,1,0,
203397,Dibai,Uttar Pradesh,,1,1,,
673312,Mahe,Kerala,,0,1,,
176501,Ghati Billan,Himachal Pradesh,,0,1,,
500111,Hyderabad,Telangana,,0,1,0,
142052,Firozpur,Punjab,,0,1,,
751030,Bhubaneshwar,Orissa,,0,1,,
380009,Ahmedabad,Gujarat,,0,1,0,
507154,Kothagudem,Telangana,,1,1,,
827002,Bokaro,Jharkhand,,0,1,,
400098,Mumbai,Maharashtra,,0,1,0,
224139,Jalalpur,Uttar Pradesh,,1,1,,
424202,Pachora,Maharashtra,,1,1,,
627001,Tirunelveli,Tamil Nadu,,0,1,0,
263158,Bhimtal,Uttarakhand,,1,1,,
854108,Korha,Bihar,,0,1,,
691315,Ayoor,Kerala,,1,1,0,
733208,Dalkhola,West Bengal,,1,1,,
487771,Gadarwara,Madhya Pradesh,,1,1,,
630321,Sivaganga,Tamil Nadu,,1,1,0,
712247,Dankuni,West Bengal,,0,1,,
345022,Jaisalmer,Rajasthan,,1,1,,
470442,Barodia,Madhya Pradesh,,0,1,,
271306,Balrampur,Uttar Pradesh,,1,1,,
202394,Anupshahar,Uttar Pradesh,,0,1,,
413738,Sangamner,Maharashtra,,1,1,,
391105,Dabhoi,Gujarat,,0,1,,
584126,Devadurga,Karnataka,,0,1,,
360520,Jamjodhpur,Gujarat,,1,1,,
583224,Hoovina Hadagali,Karnataka,,1,1,,
411060,Pune,Maharashtra,,0,1,0,
691589,Kollam,Kerala,,0,1,,
226103,Malihabad,Uttar Pradesh,,1,1,0,
670305,Kannur,Kerala,,0,1,,
202165,Jewar,Uttar Pradesh,,1,1,,
700104,Kolkata,West Bengal,,0,1,,
144000,Jalandhar,Punjab,,1,1,,
643282,Coonoor,Tamil Nadu,,1,1,0,
133205,Ambala,Haryana,,1,1,0,
690103,Tiruvalla,Kerala,,1,1,,
754105,Adaspur,Orissa,,0,1,,
629703,Nagercoil,Tamil Nadu,,0,1,,
679332,Nilambur,Kerala,,0,1,,
612803,Thiruvarur,Tamil Nadu,,0,1,,
688561,Alappuzha,Kerala,,0,1,,
394601,Kadodara,Gujarat,,1,1,,
682037,Aluva,Kerala,,0,1,0,
480441,Parasia,Madhya Pradesh,,1,1,,
333516,Buhana,Rajasthan,,1,1,,
603204,Sriperumbudur,Tamil Nadu,,0,1,,
721222,Ghatal,West Bengal,,1,1,,
691582,Kollam,Kerala,,0,1,,
763002,Semiliguda,Orissa,,1,1,,
151104,Rampura Phul,Punjab,,0,1,,
754071,Cuttack,Orissa,,1,1,,
814160,Kahalgaon,Bihar,,0,1,,
733124,Gangarampur,West Bengal,,1,1,,
456313,Badnagar,Madhya Pradesh,,1,1,,
560104,Bangalore,Karnataka,,0,1,0,
534302,Kovvur,Andhra Pradesh,,0,1,,
370001,Bhuj,Gujarat,,1,1,0,
721402,Contai,West Bengal,,0,1,,
362520,UNA,Gujarat,,1,1,,
485441,Satna,Madhya Pradesh,,1,1,,
673577,Kalpetta,Kerala,,0,1,,
562101,Chikkaballapura,Karnataka,,1,1,,
243509,Baheri,Uttar Pradesh,,1,1,0,
678733,Palakkad,Kerala,,0,1,0,
249196,Uttarkashi,Uttarakhand,,0,1,,
431511,Vasmat,Maharashtra,,1,1,,
678015,Palakkad,Kerala,,0,1,,
502334,Medak,Telangana,,1,1,,
590001,Belgaum,Karnataka,,0,1,0,
207403,Kasganj,Uttar Pradesh,,1,1,,
784103,Tezpur,Assam,,1,1,,
845412,Chakia,Bihar,,1,1,,
577511,Hiriyur,Karnataka,,0,1,,
785613,Golaghat,Assam,,1,1,,
741155,Plassey,West Bengal,,1,1,,
577527,Hosadurga,Karnataka,,0,1,,
583219,Hoovina Hadagali,Karnataka,,0,1,,
283110,Kirauli,Uttar Pradesh,,1,1,0,
500890,Hyderabad,Telangana,,0,1,0,
177108,Dehra Gopipur,Himachal Pradesh,,1,1,,
785627,Golaghat,Assam,,1,1,,
212105,Allahabad,Uttar Pradesh,,0,1,0,
841502,Siwan,Bihar,,0,1,,
577179,Kalasa,Karnataka,,0,1,,
695301,Thiruvananthapuram,Kerala,,0,1,0,
303120,Achrol,Rajasthan,,0,1,,
271125,Gonda,Uttar Pradesh,,1,1,,
442703,Aheri,Maharashtra,,0,1,,
638314,Anthiyour,Tamil Nadu,,0,1,,
574285,Kadaba,Karnataka,,0,1,,
680316,Aluva,Kerala,,1,1,0,
516350,Vempalli,Andhra Pradesh,,1,1,,
326038,Khanpur,Rajasthan,,0,1,,
678624,Palakkad,Kerala,,0,1,,
621006,Kulithalai,Tamil Nadu,,0,1,,
583120,Kurugodu,Karnataka,,0,1,,
208018,Kanpur,Uttar Pradesh,,0,1,0,
575010,Mangalore,Karnataka,,1,1,0,
754233,Garjanpur,Orissa,,0,1,0,
331403,Sardarshahr,Rajasthan,,1,1,,
803107,Barbigha,Bihar,,0,1,,
488333,Panna,Madhya Pradesh,,1,1,,
333048,Sikar,Rajasthan,,1,1,,
333031,Pilani,Rajasthan,,1,1,,
143109,Ajnala,Punjab,,0,1,0,
759037,Angul,Orissa,,0,1,,
110056,Delhi,Delhi,,0,1,0,
224198,Ayodhya,Uttar Pradesh,,1,1,0,
392240,Ankleshwar,Gujarat,,1,1,,
231210,Robertsganj,Uttar Pradesh,,0,1,,
695020,Thiruvananthapuram,Kerala,,0,1,0,
689694,Adoor,Kerala,,1,1,,
274807,Deoria,Uttar Pradesh,,0,1,,
402109,Nagothane,Maharashtra,,1,1,,
326023,Jhalawar,Rajasthan,,1,1,,
534165,Tadepalligudem,Andhra Pradesh,,1,1,,
509335,Mahabubnagar,Telangana,,1,1,,
396450,Surat,Gujarat,,1,1,,
620102,Tiruchi,Tamil Nadu,,0,1,0,
755042,Jajpur,Orissa,,1,1,0,
752068,Nayagarh,Orissa,,1,1,,
713212,Durgapur,West Bengal,,1,1,0,
143606,Ajnala,Punjab,,0,1,,
332742,Renwal,Rajasthan,,0,1,,
327025,Banswara,Rajasthan,,1,1,,
416504,Gadhinglaj,Maharashtra,,1,1,,
533309,Mandapeta,Andhra Pradesh,,1,1,,
712611,Kamarpukur,West Bengal,,1,1,,
670331,Kannur,Kerala,,0,1,,
444906,Warud,Maharashtra,,0,1,,
534327,Palakollu,Andhra Pradesh,,0,1,,
389146,Limkheda,Gujarat,,0,1,,
380005,Ahmedabad,Gujarat,,0,1,0,
577217,Honnali,Karnataka,,1,1,,
224123,Ayodhya,Uttar Pradesh,,1,1,,
495005,Bilaspur,Chhattisgarh,,0,1,0,
570023,Mysore,Karnataka,,0,1,0,
517646,Gummudipoondi,Tamil Nadu,,0,1,,
500016,Hyderabad,Telangana,,0,1,0,
202417,Shahabad-UP,Uttar Pradesh,,0,1,,
623705,Paramakudi,Tamil Nadu,,0,1,,
688535,Cochin,Kerala,,1,1,,
471411,Chhatarpur,Madhya Pradesh,,0,1,,
203133,Jewar,Uttar Pradesh,,0,1,0,
811309,Lakhisarai,Bihar,,1,1,,
271302,Nawabganj,Uttar Pradesh,,0,1,,
442913,Chimur,Maharashtra,,,0,0,
524005,Nellore,Andhra Pradesh,,0,1,,
515541,Kadiri,Andhra Pradesh,,1,1,,
523273,Kondapi,Andhra Pradesh,,0,1,,
171225,Kotkhai,Himachal Pradesh,,0,1,,
695302,Thiruvananthapuram,Kerala,,0,1,0,
342026,Jodhpur,Rajasthan,,0,1,0,
505415,Karim Nagar,Telangana,,0,1,,
303706,Kalwar,Rajasthan,,1,1,,
799005,Agartala,Tripura,,0,1,,
841242,Maharajganj-BH,Bihar,,1,1,,
387130,Ahmedabad,Gujarat,,1,1,,
110117,Delhi,Delhi,,0,1,0,
844122,Hazrat Jandaha,Bihar,,0,1,,
486882,Chitrangi,Madhya Pradesh,,0,1,,
583136,Kotturu,Karnataka,,1,1,,
741187,Nazirpur,West Bengal,,0,1,,
712235,Dankuni,West Bengal,,0,1,,
500114,Hyderabad,Telangana,,0,1,0,
144012,Jalandhar,Punjab,,0,1,0,
518513,Velgodu,Andhra Pradesh,,1,1,,
507118,Kothagudem,Telangana,,1,1,,
262801,Gola,Uttar Pradesh,,1,1,,
742163,Plassey,West Bengal,,1,1,,
177033,Nadaun,Himachal Pradesh,,0,1,,
630215,Karaikudi,Tamil Nadu,,1,1,0,
825408,Chouparan,Jharkhand,,0,1,,
757023,Baripada,Orissa,,0,1,,
680642,Thrissur,Kerala,,0,1,0,
799002,Agartala,Tripura,,0,1,,
133003,Rajpura,Punjab,,1,1,0,
636304,Salem,Tamil Nadu,,0,1,,
396050,Valsad,Gujarat,,1,1,,
643221,Coonoor,Tamil Nadu,,0,1,,
788712,Karimganj,Assam,,1,1,,
571455,Mysore,Karnataka,,1,1,,
221716,Mau,Uttar Pradesh,,0,1,,
177029,Hamirpur,Himachal Pradesh,,1,1,,
505416,Karim Nagar,Telangana,,0,1,,
781355,Tihu,Assam,,1,1,,
306421,Pali,Rajasthan,,0,1,,
731237,Morgram,West Bengal,,1,1,,
247669,Saharanpur,Uttar Pradesh,,0,1,,
781353,Nalbari,Assam,,1,1,,
396403,Bilimora,Gujarat,,1,1,,
209502,Aliganj,Uttar Pradesh,,0,1,,
144625,Sultanpur Lodhi,Punjab,,1,1,,
233232,Ghazipur,Uttar Pradesh,,0,1,,
497778,Janakpur,Chhattisgarh,,0,1,,
208010,Kanpur,Uttar Pradesh,,0,1,0,
415015,Satara,Maharashtra,,0,1,,
210421,Mahoba,Uttar Pradesh,,1,1,,
755028,SUKINDA,Orissa,,0,1,,
250401,Mawana,Uttar Pradesh,,0,1,0,
243636,Sahaswan,Uttar Pradesh,,0,1,,
271806,Bahraich,Uttar Pradesh,,0,1,,
625016,Madurai,Tamil Nadu,,0,1,0,
422306,Lasalgaon,Maharashtra,,1,1,,
686544,Ranni,Kerala,,0,1,,
496004,Raigarh,Chhattisgarh,,1,1,0,
627354,Tirunelveli,Tamil Nadu,,1,1,,
341505,Makrana,Rajasthan,,1,1,,
757017,Betnoti,Orissa,,1,1,,
229202,Unnao,Uttar Pradesh,,1,1,,
530007,Visakhapatnam,Andhra Pradesh,,0,1,0,
629161,Marthandam,Tamil Nadu,,1,1,,
506365,Rayaparthi,Telangana,,1,1,,
814157,Deoghar,Jharkhand,,0,1,,
643217,Kotagiri,Tamil Nadu,,0,1,,
251314,Khatauli,Uttar Pradesh,,1,1,,
509302,Mahabubnagar,Telangana,,1,1,,
534004,Eluru,Andhra Pradesh,,0,1,,
847421,Khutauna,Bihar,,0,1,,
302002,Jaipur,Rajasthan,,0,1,0,
781022,Guwahati,Assam,,0,1,0,
606001,Virudhachalam,Tamil Nadu,,1,1,,
143117,Goindwal,Punjab,,0,1,,
695039,Thiruvananthapuram,Kerala,,0,1,0,
844118,Muzaffarpur,Bihar,,1,1,,
412210,Shirur,Maharashtra,,0,1,,
788108,Udarbond,Assam,,0,1,,
230503,Amethi,Uttar Pradesh,,0,1,,
332714,Neem ka Thana,Rajasthan,,0,1,,
843318,Runnisaidpur,Bihar,,0,1,,
788109,Udarbond,Assam,,1,1,,
781367,Tamulpur,Assam,,1,1,,
416514,Sawantwadi,Maharashtra,,1,1,,
581141,Davangere,Karnataka,,1,1,0,
781374,Sarthebari,Assam,,1,1,,
233311,Ghazipur,Uttar Pradesh,,0,1,,
363421,Limbdi,Gujarat,,1,1,,
476345,Sheopur,Madhya Pradesh,,1,1,,
145105,Hoshiarpur,Punjab,,1,1,,
387570,Ahmedabad,Gujarat,,1,1,,
140115,Anandpur Sahib,Punjab,,1,1,,
603311,Chengalpattu,Tamil Nadu,,1,1,,
516130,Rayachoti,Andhra Pradesh,,1,1,,
621601,Tiruchi,Tamil Nadu,,0,1,,
686581,Pala,Kerala,,1,1,,
387610,Kapadvanj,Gujarat,,1,1,,
627102,Vallioor,Tamil Nadu,,1,1,0,
833212,Noamundi,Jharkhand,,0,1,,
678012,Palakkad,Kerala,,0,1,,
251003,Muzaffarnagar,Uttar Pradesh,,1,1,,
222133,Jaunpur,Uttar Pradesh,,1,1,,
396192,Silvassa-DNH,Dadra and Nagar Haveli,,1,1,0,
753000,Cuttack,Orissa,,1,1,,
322028,Bonli,Rajasthan,,0,1,,
261141,Maholi,Uttar Pradesh,,1,1,,
843112,Saraiya,Bihar,,1,1,,
515281,Amarapuram,Andhra Pradesh,,0,1,,
574244,Karkala,Karnataka,,1,1,,
638668,Annur,Tamil Nadu,,1,1,0,
735214,Alipurduar,West Bengal,,1,1,,
209207,Kanpur,Uttar Pradesh,,1,1,,
638101,Erode,Tamil Nadu,,0,1,,
712101,Dankuni,West Bengal,,0,1,0,
641697,Coimbatore,Tamil Nadu,,1,1,,
790103,Seijosa,Arunachal Pradesh,,0,1,,
321305,Bharatpur,Rajasthan,,1,1,0,
583128,Kudligi,Karnataka,,0,1,,
509358,Amangal,Telangana,,0,1,,
201312,Noida,Uttar Pradesh,,0,1,0,
688013,Alappuzha,Kerala,,0,1,,
680302,Thrissur,Kerala,,0,1,,
712147,Pandua,West Bengal,,1,1,,
799201,Khowai,Tripura,,1,1,,
605604,Viluppuram,Tamil Nadu,,1,1,,
583218,Kudligi,Karnataka,,0,1,,
624711,Oddanchatram,Tamil Nadu,,1,1,,
782402,Jagiroad,Assam,,1,1,,
577228,Kadur,Karnataka,,1,1,,
144408,Phagwara,Punjab,,0,1,0,
244402,Rampur,Uttar Pradesh,,1,1,,
421301,Greater Thane,Maharashtra,,0,1,,
122107,Gurgaon,Haryana,,1,1,,
857225,Benipatti,Bihar,,1,1,,
695145,Pangodu,Kerala,,1,1,,
637019,Namakkal,Tamil Nadu,,1,1,,
413509,Latur,Maharashtra,,1,1,,
752078,Kalapathar,Orissa,,1,1,,
248004,Dehradun,Uttarakhand,,0,1,0,
271123,Gonda,Uttar Pradesh,,1,1,,
848114,Dalsingh Sarai,Bihar,,0,1,,
431745,Nanded,Maharashtra,,1,1,,
843311,Runnisaidpur,Bihar,,0,1,,
581212,Hubli,Karnataka,,0,1,,
625404,Madurai,Tamil Nadu,,0,1,0,
332307,Jhunjhunu,Rajasthan,,0,1,,
531060,Yellamanchili,Andhra Pradesh,,0,1,,
685602,Iddukki,Kerala,,0,1,,
758046,Karanjia,Orissa,,0,1,,
174201,Tahliwal,Himachal Pradesh,,0,1,,
471510,Lavkush Nagar,Madhya Pradesh,,1,1,,
517247,Punganur,Andhra Pradesh,,1,1,,
494005,Jagdalpur,Chhattisgarh,,0,1,,
591147,Bailhongal,Karnataka,,0,1,,
475110,Dabra,Madhya Pradesh,,0,1,,
821113,Sasaram,Bihar,,0,1,,
312604,Chhoti Sadri,Rajasthan,,0,1,,
560064,Bangalore,Karnataka,,0,1,0,
534351,Kovvur,Andhra Pradesh,,0,1,0,
472442,Prithvipur,Madhya Pradesh,,1,1,,
206243,Bidhuna,Uttar Pradesh,,0,1,,
413133,Daund,Maharashtra,,1,1,,
695612,Pangodu,Kerala,,0,1,,
613108,Thanjavur,Tamil Nadu,,1,1,,
403409,Goa,Goa,,0,1,,
804402,Arwal,Bihar,,1,1,,
781020,Guwahati,Assam,,0,1,0,
246732,Najibabad,Uttar Pradesh,,0,1,,
458220,Jawad,Madhya Pradesh,,0,1,,
574138,Uchila,Karnataka,,0,1,0,
508112,Ramannapeta,Telangana,,0,1,,
506302,Thirumalagiri,Telangana,,1,1,,
182144,Ramban,Jammu & Kashmir,,0,1,,
422305,Lasalgaon,Maharashtra,,1,1,,
614738,Pattukkottai,Tamil Nadu,,1,1,,
713308,Asansol,West Bengal,,0,1,,
522017,Guntur,Andhra Pradesh,,0,1,,
642003,Pollachi,Tamil Nadu,,1,1,,
333033,Buhana,Rajasthan,,0,1,,
516360,Proddatur,Andhra Pradesh,,1,1,,
624702,Dindigul,Tamil Nadu,,0,1,,
757039,Raruan,Orissa,,0,1,,
784513,Udalguri,Assam,,0,1,,
141421,Ludhiana,Punjab,,0,1,,
370145,Bhachau,Gujarat,,1,1,,
571454,Krishnarajpet,Karnataka,,,0,0,
622412,Pudukkottai,Tamil Nadu,,1,1,,
670011,Kannur,Kerala,,0,1,,
766100,M Rampur,Orissa,,0,1,,
248123,Chakrata,Uttarakhand,,0,1,,
841213,Chhapra,Bihar,,0,1,,
785011,Jorhat,Assam,,1,1,0,
761102,Hinjilicut,Orissa,,1,1,,
190016,Srinagar,Jammu & Kashmir,,0,1,,
365540,Rajula,Gujarat,,1,1,,
325204,Sultanpur-RJ,Rajasthan,,0,1,,
144619,Begowal,Punjab,,,0,,
506009,Warangal,Telangana,,0,1,,
400091,Mumbai,Maharashtra,,0,1,0,
221106,Varanasi,Uttar Pradesh,,0,1,0,
323024,Bundi,Rajasthan,,0,1,,
497449,Chirimiri,Chhattisgarh,,0,1,,
732103,Malda,West Bengal,,0,1,,
629002,Nagercoil,Tamil Nadu,,0,1,,
768233,Brajrajnagar,Orissa,,1,1,,
388365,Anand,Gujarat,,0,1,,
230129,Lal Gopalganj,Uttar Pradesh,,1,1,,
174102,Kunihar,Himachal Pradesh,,0,1,,
688557,Alappuzha,Kerala,,0,1,,
532215,Tekkali,Andhra Pradesh,,0,1,,
247672,Saharanpur,Uttar Pradesh,,1,1,0,
811214,Munger,Bihar,,1,1,,
461551,Itarsi,Madhya Pradesh,,0,1,,
761103,Hinjilicut,Orissa,,1,1,,
414609,Newasa,Maharashtra,,1,1,,
535217,Vizianagaram,Andhra Pradesh,,1,1,,
321613,Mahwa,Rajasthan,,1,1,,
713128,Guskhara,West Bengal,,0,1,,
713369,Rupnarayanpur,West Bengal,,0,1,,
781318,Barpeta,Assam,,1,1,,
722168,Barjora,West Bengal,,1,1,,
502278,Pregnapur,Telangana,,1,1,,
731204,Bolpur,West Bengal,,1,1,,
823311,Khizasarai,Bihar,,0,1,,
604402,Cheyyar,Tamil Nadu,,1,1,,
580032,Hubli,Karnataka,,0,1,0,
678575,Palakkad,Kerala,,0,1,0,
713206,Durgapur,West Bengal,,1,1,,
532292,Sompeta,Andhra Pradesh,,0,1,,
173201,Baddi,Himachal Pradesh,,0,1,0,
628002,Tuticorin,Tamil Nadu,,0,1,0,
393005,Ankleshwar,Gujarat,,1,1,,
825324,Barki Saria,Jharkhand,,0,1,,
732202,Malda,West Bengal,,1,1,,
143417,Patti,Punjab,,1,1,0,
741171,Chapra,West Bengal,,0,1,,
700137,Kolkata,West Bengal,,0,1,,
686034,Kottayam,Kerala,,1,1,0,
171018,Suni,Himachal Pradesh,,0,1,,
382245,Limbdi,Gujarat,,1,1,,
364003,Bhavnagar,Gujarat,,0,1,,
389001,Godhra,Gujarat,,1,1,,
176311,Bharmour,Himachal Pradesh,,0,1,,
388625,Khambhat,Gujarat,,0,1,,
770044,Lahunipara,Orissa,,0,1,,
572138,Tumkur,Karnataka,,0,1,,
281406,Vrindavan,Uttar Pradesh,,0,1,,
591126,Saundatti,Karnataka,,0,1,,
302009,Jaipur,Rajasthan,,0,1,0,
403704,Goa,Goa,,0,1,,
608102,Chidambaram,Tamil Nadu,,0,1,,
382041,Ahmedabad,Gujarat,,0,1,0,
442302,Pulgaon,Maharashtra,,0,1,,
821118,Thakurganj,Bihar,,1,1,,
622504,Pudukkottai,Tamil Nadu,,0,1,,
523271,Kondapi,Andhra Pradesh,,1,1,,
110110,Delhi,Delhi,,0,1,0,
825101,Ramgarh,Jharkhand,,0,1,,
686121,Pala,Kerala,,1,1,,
303807,Jaipur,Rajasthan,,1,1,,
574240,Belthangady,Karnataka,,1,1,,
144038,Nakodar,Punjab,,0,1,0,
609701,Peralam,Tamil Nadu,,1,1,,
788104,Pailapool,Assam,,1,1,,
627119,Thisayanvilai,Tamil Nadu,,1,1,,
643006,Ooty,Tamil Nadu,,0,1,,
690570,Tiruvalla,Kerala,,1,1,,
828126,Dhanbad,Jharkhand,,0,1,0,
632053,Vellore,Tamil Nadu,,0,1,0,
586104,Bijapur,Karnataka,,0,1,,
591262,Athani,Karnataka,,1,1,0,
741402,Krishnanagar,West Bengal,,1,1,,
635809,Gudiyattam,Tamil Nadu,,0,1,,
401603,Jawhar,Maharashtra,,1,1,,
781128,Guwahati,Assam,,0,1,,
465110,Shajapur,Madhya Pradesh,,1,1,,
689549,Kozhenchery,Kerala,,0,1,,
614903,Pattukkottai,Tamil Nadu,,1,1,,
323601,Keshoraipatan,Rajasthan,,0,1,,
382423,Ahmedabad,Gujarat,,0,1,0,
632013,Vellore,Tamil Nadu,,0,1,,
731240,Nanoor,West Bengal,,1,1,,
689662,Ranni,Kerala,,1,1,,
829129,Patratu,Jharkhand,,0,1,,
524134,Srikalahasti,Andhra Pradesh,,1,1,,
244242,Sambhal,Uttar Pradesh,,1,1,,
734209,Darjeeling,West Bengal,,0,1,,
712419,Tarkeshwar,West Bengal,,1,1,0,
182101,Udhampur,Jammu & Kashmir,,0,1,,
713315,Rupnarayanpur,West Bengal,,1,1,,
686585,Kottayam,Kerala,,1,1,,
506368,Danthalapally,Telangana,,0,1,,
505301,Sircilla,Telangana,,1,1,,
741317,Krishnanagar,West Bengal,,1,1,,
431146,Kannad,Maharashtra,,1,1,0,
474003,Gwalior,Madhya Pradesh,,0,1,0,
847237,Darbhanga,Bihar,,1,1,,
281006,Mathura,Uttar Pradesh,,0,1,,
500086,Hyderabad,Telangana,,0,1,0,
285223,Konch,Uttar Pradesh,,0,1,,
734502,Kalimpong,West Bengal,,0,1,,
673008,Kozhikode,Kerala,,0,1,0,
224227,Akbarpur,Uttar Pradesh,,1,1,,
126113,Jind,Haryana,,1,1,,
577230,Honnali,Karnataka,,1,1,,
607302,Neyveli,Tamil Nadu,,0,1,,
142045,Bagha purana,Punjab,,0,1,,
413501,Osmanabad,Maharashtra,,0,1,,
136128,Pehowa,Haryana,,1,1,0,
689612,Kozhenchery,Kerala,,0,1,,
123301,Rewari,Haryana,,0,1,,
802209,Piro,Bihar,,1,1,,
613602,Thirukkattupalli,Tamil Nadu,,0,1,,
425002,Jalgaon,Maharashtra,,0,1,,
211017,Allahabad,Uttar Pradesh,,0,1,0,
464986,Raisen,Madhya Pradesh,,0,1,,
388640,Khambhat,Gujarat,,0,1,,
627804,Tenkasi,Tamil Nadu,,1,1,,
485773,Maihar,Madhya Pradesh,,1,1,,
400036,Mumbai,Maharashtra,,0,1,0,
421204,Greater Thane,Maharashtra,,0,1,,
508253,Choutuppal,Telangana,,1,1,,
400410,Mumbai,Maharashtra,,0,1,,
455223,Chapda,Madhya Pradesh,,0,1,,
422007,Nashik,Maharashtra,,0,1,0,
